title,map_link,rating,webpage,phone_number,latitude,longitude,site_email,facebook_links,twitter_links,instagram_links,youtube_links,linkedin_links,about_desc
Rose Palace Restaurant,https://www.google.com/maps/place/Rose+Palace+Restaurant/data=!4m7!3m6!1s0x391904551672ffff:0x9b2ab6d0178cb924!8m2!3d31.5223073!4d74.3563178!16s%2Fg%2F11s5gk46j9!19sChIJ__9yFlUEGTkRJLmMF9C2Kps?authuser=0&hl=en&rclk=1,4.1,http://rosepalacerestaurant.com/,Not Available,31.5223073,74.3563178,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
